unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
CC12CC(=O)C3C1CC23,CC12CC(O)C3C1CC23,52.4181075,1,1.62
CC12CC(=O)C3C1CN23,CC12CC(O)C3C1CN23,63.0513825,1,1.61
CC12CC(=O)C3C1OC23,CC12CC(O)C3C1OC23,56.2513375,1,1.6
CC12CC(=O)C3CC1C23,CC12CC(O)C3CC1C23,50.9005685,1,1.62
CC12CC(=O)C3CC1N23,CC12CC(O)C3CC1N23,57.39343,1,1.61
CC12CC(=O)C3CN1C23,CC12CC(O)C3CN1C23,55.776122,1,1.61
CC12CC(=O)C3OC1C23,CC12CC(O)C3OC1C23,69.381463,1,1.6
CC12CC(C)(C1)C(=O)C2,CC12CC(C)(C1)C(O)C2,50.477863,1,1.6
CC12CC(C)(O1)C(=O)C2,CC12CC(C)(O1)C(O)C2,69.4050925,1,1.57
CC12CC(O)(C1)C(=O)C2,CC12CC(O)(C1)C(O)C2,50.9163215,1,1.57
CC12CC(O)(C1)CC2=O,CC12CC(O)(C1)CC2O,52.604518,1,1.57
CC12CC(C)(C1)C2C=O,CC12CC(C)(C1)C2CO,63.122271,1,1.6
CC12CC(C)(O1)C2C=O,CC12CC(C)(O1)C2CO,67.2206765,1,1.57
CC12CC(O)(C1)C2C=O,CC12CC(O)(C1)C2CO,69.008642,1,1.57
CC12CC(C)(C1)C=CC2,CC12CC(C)(C1)CCC2,104.3032385,1,1.62
CC12CC(O)(C1)C=CC2,CC12CC(O)(C1)CCC2,108.0892095,1,1.6
CC12CC(O)(C1)CC=C2,CC12CC(O)(C1)CCC2,104.8335895,1,1.6
OC12CC(O)(C1)C=CC2,OC12CC(O)(C1)CCC2,109.1079035,1,1.57
CC12CC(C)(C=C1)C2=O,CC12CC(C)(CC1)C2O,109.1433478,2,3.2
CC12CC(O)(C=C1)C2=O,CC12CC(O)(CC1)C2O,113.1577373,2,3.15
CC12CC(C)(CC1)C2=O,CC12CC(C)(CC1)C2O,70.914755,1,1.6
CC12CC(C)(OC1)C2=O,CC12CC(C)(OC1)C2O,92.611887,1,1.57
CC12CC(O)(CC1)C2=O,CC12CC(O)(CC1)C2O,76.4414325,1,1.57
CC12CC(O)(CO1)C2=O,CC12CC(O)(CO1)C2O,84.7537655,1,1.55
CC12CCC(C)(O1)C2=O,CC12CCC(C)(O1)C2O,76.9665325,1,1.57
CC12CC(C1)C(=O)C2=O,CC12CC(C1)C(O)C2O,72.66990175,2,3.15
CC12CC(O1)C(=O)C2=O,CC12CC(O1)C(O)C2O,87.780967,2,3.1
CC12CC(C1)C(=O)C=C2,CC12CC(C1)C(O)CC2,77.0085405,2,3.2
CC12CC(O1)C(=O)C=C2,CC12CC(O1)C(O)CC2,94.47205375,2,3.15
CC12CC(C1)C(=O)CC2,CC12CC(C1)C(O)CC2,46.8730515,1,1.6
CC12CC(C1)C(=O)CO2,CC12CC(C1)C(O)CO2,51.1893735,1,1.57
CC12CC(O1)C(=O)CC2,CC12CC(O1)C(O)CC2,67.869175,1,1.57
CC12CC(C1)C(C=O)=C2,CC12CC(C1)C(CO)C2,104.7325078,2,3.2
CC12CC(O1)C(C=O)=C2,CC12CC(O1)C(CO)C2,114.8800653,2,3.15
CC1(C=O)C2CC1(O)C2,CC1(CO)C2CC1(O)C2,65.0730175,1,1.57
CC1(C=O)N2CC1(O)C2,CC1(CO)N2CC1(O)C2,60.54403,1,1.56
CC12CC(C1)C2(C)C=O,CC12CC(C1)C2(C)CO,59.845647,1,1.6
CC12CC(C1)C2(O)C=O,CC12CC(C1)C2(O)CO,79.3609885,1,1.57
CC12CC(O1)C2(O)C=O,CC12CC(O1)C2(O)CO,81.2881055,1,1.55
CC12CN(C1)C2(C)C=O,CC12CN(C1)C2(C)CO,74.711228,1,1.59
CC12CC(C1)C2CC=O,CC12CC(C1)C2CCO,63.2194145,1,1.6
CC12CC(O1)C2CC=O,CC12CC(O1)C2CCO,64.3116225,1,1.57
CC12CN(C1)C2CC=O,CC12CN(C1)C2CCO,64.802591,1,1.59
CC12CC(C1)C=C2C=O,CC12CC(C1)CC2CO,104.5749777,2,3.2
CC12CC(C1)C=CC2=O,CC12CC(C1)CCC2O,73.73060375,2,3.2
CC12CC(C1)C=CC=C2,CC12CC(C1)CCCC2,104.820462,2,3.25
OC12CC(C1)C=CC=C2,OC12CC(C1)CCCC2,106.616304,2,3.2
CC12CC(C1)C=CCC2,CC12CC(C1)CCCC2,118.8642615,1,1.62
CC12CC(C1)C=CCO2,CC12CC(C1)CCCO2,122.668611,1,1.6
OC12CC(C1)C=CCC2,OC12CC(C1)CCCC2,118.221014,1,1.6
CC12CC(C1)CC(=O)C2,CC12CC(C1)CC(O)C2,38.9387905,1,1.6
CC12CC(CC(=O)C1)O2,CC12CC(CC(O)C1)O2,44.313189,1,1.57
CC12CC(C1)CC2C=O,CC12CC(C1)CC2CO,63.463586,1,1.6
CC12CC(C1)OC2C=O,CC12CC(C1)OC2CO,83.9503625,1,1.57
CC12CC(CC1C=O)O2,CC12CC(CC1CO)O2,63.447833,1,1.57
CC12CC(C1)CC=CC2,CC12CC(C1)CCCC2,100.740435,1,1.62
CC12CC(CC=CC1)O2,CC12CC(CCCC1)O2,104.489649,1,1.6
OC12CC(C1)CC=CC2,OC12CC(C1)CCCC2,101.139511,1,1.6
CC12CC(C1)CCC2=O,CC12CC(C1)CCC2O,42.727387,1,1.6
CC12CC(C1)OCC2=O,CC12CC(C1)OCC2O,50.2126875,1,1.57
CC12CC(CCC1=O)O2,CC12CC(CCC1O)O2,59.7064955,1,1.57
CC12CC(C1)CCC=C2,CC12CC(C1)CCCC2,119.88033,1,1.62
CC12CC(C1)OCC=C2,CC12CC(C1)OCCC2,124.0417475,1,1.6
CC12CC(CCC=C1)O2,CC12CC(CCCC1)O2,127.2973675,1,1.6
OC12CC(C1)CCC=C2,OC12CC(C1)CCCC2,123.1438265,1,1.6
OC12CC(C1)OCC=C2,OC12CC(C1)OCCC2,126.0528805,1,1.57
CC12CC(C3CC13)C2=O,CC12CC(C3CC13)C2O,64.718575,1,1.62
CC12CC(C3CN13)C2=O,CC12CC(C3CN13)C2O,81.868341,1,1.61
CC12CC(C3NC13)C2=O,CC12CC(C3NC13)C2O,57.860769,1,1.61
CC12CC(C3OC13)C2=O,CC12CC(C3OC13)C2O,56.516513,1,1.6
CC12NC(C3NC13)C2=O,CC12NC(C3NC13)C2O,56.2093295,1,1.6
CC12NC(C3OC13)C2=O,CC12NC(C3OC13)C2O,55.198512,1,1.59
CC12OC(C3CC13)C2=O,CC12OC(C3CC13)C2O,70.7230935,1,1.6
CC12OC(C3NC13)C2=O,CC12OC(C3NC13)C2O,70.0562165,1,1.59
CC12OC(C3OC13)C2=O,CC12OC(C3OC13)C2O,68.856363,1,1.57
CC1(C)C2CC1(O)C=C2,CC1(C)C2CC1(O)CC2,167.4255095,1,1.6
CC12CC(C=C1)C2(C)O,CC12CC(CC1)C2(C)O,160.617588,1,1.6
CC1(O)C2CC1(O)C=C2,CC1(O)C2CC1(O)CC2,175.052587,1,1.57
CC12CC(C=C1)C2(C)C,CC12CC(CC1)C2(C)C,166.1915245,1,1.62
CC12CC(C=C1)C21CC1,CC12CC(CC1)C21CC1,168.39957,1,1.65
CC12CC(C=C1)C21CO1,CC12CC(CC1)C21CO1,156.527059,1,1.62
OC12CC(C=C1)C21CC1,OC12CC(CC1)C21CC1,169.7832085,1,1.62
OC12CC(C=C1)C21CN1,OC12CC(CC1)C21CN1,163.5187655,1,1.61
OC12CC(C=C1)C21CO1,OC12CC(CC1)C21CO1,157.3173345,1,1.6
CC12CC(C=C1)C2C=O,CC12CC(CC1)C2CO,116.67722,2,3.2
CC12CC(C=CC1)C2=O,CC12CC(CCC1)C2O,82.992055,2,3.2
CC12CC=CC(O1)C2=O,CC12CCCC(O1)C2O,92.333584,2,3.15
CC12CC(CC1)C2C=O,CC12CC(CC1)C2CO,64.5794235,1,1.6
CC12CC(CO1)C2C=O,CC12CC(CO1)C2CO,70.347647,1,1.57
CC12CC(OC1)C2C=O,CC12CC(OC1)C2CO,69.250188,1,1.57
CC12CCC(O1)C2C=O,CC12CCC(O1)C2CO,66.3280065,1,1.57
CC12CC(CC=O)(C1)C2,CC12CC(CCO)(C1)C2,66.3227555,1,1.6
CC12CC(CC=O)(C1)O2,CC12CC(CCO)(C1)O2,68.042458,1,1.57
CC12CC(CC=C1)C2=O,CC12CC(CCC1)C2O,83.53947175,2,3.2
CC12CC(CCC1)C2=O,CC12CC(CCC1)C2O,61.531218,1,1.6
CC12CC(CCO1)C2=O,CC12CC(CCO1)C2O,69.328953,1,1.57
CC12CC(COC1)C2=O,CC12CC(COC1)C2O,63.673626,1,1.57
CC12CC(OCC1)C2=O,CC12CC(OCC1)C2O,86.804281,1,1.57
CC12CC(OCO1)C2=O,CC12CC(OCO1)C2O,100.5750285,1,1.55
CC12CCCC(O1)C2=O,CC12CCCC(O1)C2O,65.595492,1,1.57
CC12COCC(N1)C2=O,CC12COCC(N1)C2O,72.8917565,1,1.56
CC12COCC(O1)C2=O,CC12COCC(O1)C2O,72.505808,1,1.55
CC12CC1(C)C(=O)C=C2,CC12CC1(C)C(O)CC2,76.51100825,2,3.2
CC12CC1(O)C(=O)C=C2,CC12CC1(O)C(O)CC2,84.49515375,2,3.15
CC12CC1(O)C=CC2=O,CC12CC1(O)CCC2O,81.40494025,2,3.15
CC12CC1(C)C(=O)CC2,CC12CC1(C)C(O)CC2,41.435641,1,1.6
CC12CC1(C)C(=O)CO2,CC12CC1(C)C(O)CO2,52.3866015,1,1.57
CC12CC1(O)C(=O)CC2,CC12CC1(O)C(O)CC2,52.147681,1,1.57
CC12CC1(O)C(=O)CO2,CC12CC1(O)C(O)CO2,62.5262825,1,1.55
CC12CC1(O)CCC2=O,CC12CC1(O)CCC2O,44.4260855,1,1.57
CC12CCC(=O)C1(C)N2,CC12CCC(O)C1(C)N2,54.4659975,1,1.59
CC12CCC(=O)C1(C)O2,CC12CCC(O)C1(C)O2,58.3989965,1,1.57
CC12CC(C=O)C1(C)N2,CC12CC(CO)C1(C)N2,66.703453,1,1.59
CC12CC(C=O)C1(C)O2,CC12CC(CO)C1(C)O2,68.3076335,1,1.57
CC12CC1(O)CC2C=O,CC12CC1(O)CC2CO,66.95025,1,1.57
CC12CC1(C)C=CCC2,CC12CC1(C)CCCC2,96.8678225,1,1.62
CC12CC1(O)C=CCC2,CC12CC1(O)CCCC2,101.181519,1,1.6
CC12CC1(O)C=CCO2,CC12CC1(O)CCCO2,116.2755185,1,1.57
CC12CC1(O)CCC=C2,CC12CC1(O)CCCC2,109.089525,1,1.6
CC12CCC=CC1(C)O2,CC12CCCCC1(C)O2,109.2444295,1,1.6
OC12CC1(O)C=CCC2,OC12CC1(O)CCCC2,103.266166,1,1.57
CC12CC(=O)CC1(C)N2,CC12CC(O)CC1(C)N2,48.382714,1,1.59
CC12CC(=O)CC1(C)O2,CC12CC(O)CC1(C)O2,49.107352,1,1.57
CC12CC1(C)CC(=O)C2,CC12CC1(C)CC(O)C2,46.05127,1,1.6
CC12CC1(O)CC(=O)C2,CC12CC1(O)CC(O)C2,46.7837845,1,1.57
CC12CC1(C)CC=CC2,CC12CC1(C)CCCC2,97.0306035,1,1.62
CC12CC1(O)CC=CC2,CC12CC1(O)CCCC2,98.3696085,1,1.6
CC12CC=CCC1(C)O2,CC12CCCCC1(C)O2,105.875913,1,1.6
OC12CC1(O)CC=CC2,OC12CC1(O)CCCC2,99.853016,1,1.57
CC12CC1(C=O)C(=O)C2,CC12CC1(CO)C(O)C2,48.25012625,2,3.15
CC12CC1(C=O)C1CC21,CC12CC1(CO)C1CC21,50.3439625,1,1.62
CC12CC1(C=O)C1CN21,CC12CC1(CO)C1CN21,49.301639,1,1.61
CC12CC1(C=O)C1NC21,CC12CC1(CO)C1NC21,51.8667525,1,1.61
CC12CC1(C=O)C1OC21,CC12CC1(CO)C1OC21,53.8883875,1,1.6
CC12CC1(C=O)N1CC21,CC12CC1(CO)N1CC21,61.273919,1,1.61
CC12NC1(C=O)C1CC21,CC12NC1(CO)C1CC21,68.761845,1,1.61
CC12NC1(C=O)C1NC21,CC12NC1(CO)C1NC21,70.694213,1,1.6
CC12NC1(C=O)C1OC21,CC12NC1(CO)C1OC21,71.9675805,1,1.59
CC12OC1(C=O)C1CC21,CC12OC1(CO)C1CC21,78.6468525,1,1.6
CC12OC1(C=O)C1NC21,CC12OC1(CO)C1NC21,79.888714,1,1.59
CC12OC1(C=O)C1OC21,CC12OC1(CO)C1OC21,81.989114,1,1.57
CC12CC1(C=O)C=CC2,CC12CC1(CO)CCC2,82.98549125,2,3.2
CC12CC1(CC=O)CC2,CC12CC1(CCO)CC2,65.3093125,1,1.6
CC12CC1(CC=O)CO2,CC12CC1(CCO)CO2,67.853422,1,1.57
CC12CC1(CC=O)OC2,CC12CC1(CCO)OC2,69.94332,1,1.57
CC12CCC1(CC=O)N2,CC12CCC1(CCO)N2,69.433973,1,1.59
CC12CCC1(CC=O)O2,CC12CCC1(CCO)O2,68.772347,1,1.57
CC12CC(=O)C(=O)C1N2,CC12CC(O)C(O)C1N2,64.881356,2,3.12
CC12CC(=O)C(=O)C1O2,CC12CC(O)C(O)C1O2,82.4065685,2,3.1
CC12CC1C(=O)C(=O)C2,CC12CC1C(O)C(O)C2,67.77596975,2,3.15
CC12CC1C(=O)C1CC21,CC12CC1C(O)C1CC21,46.607876,1,1.62
CC12CC1C(=O)C1CN21,CC12CC1C(O)C1CN21,50.2704485,1,1.61
CC12CC1C(=O)C1NC21,CC12CC1C(O)C1NC21,62.964741,1,1.61
CC12CC1C(=O)C1OC21,CC12CC1C(O)C1OC21,65.437962,1,1.6
CC12NC1C(=O)C1CC21,CC12NC1C(O)C1CC21,63.321809,1,1.61
CC12NC1C(=O)C1NC21,CC12NC1C(O)C1NC21,82.0547515,1,1.6
CC12NC1C(=O)C1OC21,CC12NC1C(O)C1OC21,84.761642,1,1.59
CC12OC1C(=O)C1CC21,CC12OC1C(O)C1CC21,65.669006,1,1.6
CC12OC1C(=O)C1NC21,CC12OC1C(O)C1NC21,84.703881,1,1.59
CC12OC1C(=O)C1OC21,CC12OC1C(O)C1OC21,87.266369,1,1.57
CC1(C)C(=O)C2CC12O,CC1(C)C(O)C2CC12O,47.715837,1,1.57
CC1(O)C(=O)C2CC12O,CC1(O)C(O)C2CC12O,55.230018,1,1.55
CC12CC1C(=O)C2(C)C,CC12CC1C(O)C2(C)C,45.289875,1,1.6
CC12CC1C(=O)C2(C)O,CC12CC1C(O)C2(C)O,52.903825,1,1.57
CC12NC1C(=O)C2(C)C,CC12NC1C(O)C2(C)C,70.106101,1,1.59
CC12NC1C(=O)C2(C)O,CC12NC1C(O)C2(C)O,74.0312235,1,1.56
CC12OC1C(=O)C2(C)C,CC12OC1C(O)C2(C)C,71.502867,1,1.57
CC12OC1C(=O)C2(C)O,CC12OC1C(O)C2(C)O,64.608304,1,1.55
CC12CC1C(=O)C21CC1,CC12CC1C(O)C21CC1,44.885548,1,1.62
CC12CC1C(=O)C21CN1,CC12CC1C(O)C21CN1,58.7613155,1,1.61
CC12CC1C(=O)C21CO1,CC12CC1C(O)C21CO1,61.1452695,1,1.6
CC12NC1C(=O)C21CC1,CC12NC1C(O)C21CC1,66.572178,1,1.61
CC12NC1C(=O)C21CN1,CC12NC1C(O)C21CN1,80.188021,1,1.6
CC12NC1C(=O)C21CO1,CC12NC1C(O)C21CO1,82.7268795,1,1.59
CC12OC1C(=O)C21CC1,CC12OC1C(O)C21CC1,68.746092,1,1.6
CC12OC1C(=O)C21CN1,CC12OC1C(O)C21CN1,81.1778345,1,1.59
CC12OC1C(=O)C21CO1,CC12OC1C(O)C21CO1,82.939545,1,1.57
CC12CC1C(=O)C2C=O,CC12CC1C(O)C2CO,59.499081,2,3.15
CC12NC1C(=O)C2C=O,CC12NC1C(O)C2CO,74.40010625,2,3.12
CC12CC1C(=O)C=CC2,CC12CC1C(O)CCC2,68.55311775,2,3.2
CC12CC=CC(=O)C1N2,CC12CCCC(O)C1N2,71.01058575,2,3.17
CC12CC=CC(=O)C1O2,CC12CCCC(O)C1O2,81.66486475,2,3.15
CC12CC1C(=O)CC2=O,CC12CC1C(O)CC2O,46.67482625,2,3.15
CC12NC1C(=O)CC2=O,CC12NC1C(O)CC2O,62.77176675,2,3.12
CC12OC1C(=O)CC2=O,CC12OC1C(O)CC2O,65.60468125,2,3.1
CC12CC1C(=O)CC=C2,CC12CC1C(O)CCC2,73.1438045,2,3.2
CC12CC1C(=O)CCC2,CC12CC1C(O)CCC2,46.413589,1,1.6
CC12CC1C(=O)CCO2,CC12CC1C(O)CCO2,40.4773335,1,1.57
CC12CC1C(=O)COC2,CC12CC1C(O)COC2,63.4347055,1,1.57
CC12CCCC(=O)C1N2,CC12CCCC(O)C1N2,52.3498445,1,1.59
CC12CCCC(=O)C1O2,CC12CCCC(O)C1O2,64.4113915,1,1.57
CC12COCC(=O)C1N2,CC12COCC(O)C1N2,65.6506275,1,1.56
CC12COCC(=O)C1O2,CC12COCC(O)C1O2,68.026705,1,1.55
CC1(C)C2CC2(O)C1=O,CC1(C)C2CC2(O)C1O,48.193678,1,1.57
CC1(O)C2CC2(O)C1=O,CC1(O)C2CC2(O)C1O,56.364234,1,1.55
CC12CC1C(C)(C)C2=O,CC12CC1C(C)(C)C2O,46.0171385,1,1.6
CC12CC1C(C)(O)C2=O,CC12CC1C(C)(O)C2O,59.220778,1,1.57
CC12CN1C(C)(C)C2=O,CC12CN1C(C)(C)C2O,51.496557,1,1.59
CC12NC1C(C)(C)C2=O,CC12NC1C(C)(C)C2O,69.5153635,1,1.59
CC12NC1C(C)(O)C2=O,CC12NC1C(C)(O)C2O,92.438604,1,1.56
CC12OC1C(C)(C)C2=O,CC12OC1C(C)(C)C2O,70.688962,1,1.57
CC12OC1C(C)(O)C2=O,CC12OC1C(C)(O)C2O,88.463597,1,1.55
CC1(C)C=CC2(O)CC12,CC1(C)CCC2(O)CC12,120.0457365,1,1.6
CC1(O)C=CC2(O)CC12,CC1(O)CCC2(O)CC12,126.402072,1,1.57
CC12CC1C(C)(C)C=C2,CC12CC1C(C)(C)CC2,116.8426265,1,1.62
CC12CC1C(C)(O)C=C2,CC12CC1C(C)(O)CC2,121.1431955,1,1.6
CC12CC(C)(C=O)C1N2,CC12CC(C)(CO)C1N2,63.773395,1,1.59
CC12CC(C)(C=O)C1O2,CC12CC(C)(CO)C1O2,69.181925,1,1.57
CC12CC(O)(C=O)C1N2,CC12CC(O)(CO)C1N2,73.2855815,1,1.56
CC12CC(O)(C=O)C1O2,CC12CC(O)(CO)C1O2,68.1290995,1,1.55
CC12CC1C(C=O)=CC2,CC12CC1C(CO)CC2,81.831584,2,3.2
CC12CC=C(C=O)C1N2,CC12CCC(CO)C1N2,84.74457625,2,3.17
CC12CC=C(C=O)C1O2,CC12CCC(CO)C1O2,88.81935225,2,3.15
CC12CC1C(C=O)C=C2,CC12CC1C(CO)CC2,91.9003765,2,3.2
CC12CN1C(C=O)C=C2,CC12CN1C(CO)CC2,95.67978375,2,3.17
CC12CCC(C=O)C1N2,CC12CCC(CO)C1N2,67.4832265,1,1.59
CC12CCC(C=O)C1O2,CC12CCC(CO)C1O2,68.026705,1,1.57
CC12COC(C=O)C1N2,CC12COC(CO)C1N2,87.5315445,1,1.56
CC12COC(C=O)C1O2,CC12COC(CO)C1O2,79.794196,1,1.55
CC12CC(CC=O)C1N2,CC12CC(CCO)C1N2,65.595492,1,1.59
CC12CC(CC=O)C1O2,CC12CC(CCO)C1O2,64.960121,1,1.57
CC12CC1C(CC=O)C2,CC12CC1C(CCO)C2,64.1540925,1,1.6
CC12CC1C(CC=O)O2,CC12CC1C(CCO)O2,67.2731865,1,1.57
CC12CN1C(CC=O)C2,CC12CN1C(CCO)C2,69.6413875,1,1.59
CC12CC1C1(CC1)C2=O,CC12CC1C1(CC1)C2O,45.3397595,1,1.62
CC12CC1C1(CN1)C2=O,CC12CC1C1(CN1)C2O,63.2036615,1,1.61
CC12CC1C1(CO1)C2=O,CC12CC1C1(CO1)C2O,60.1738345,1,1.6
CC12CN1C1(CC1)C2=O,CC12CN1C1(CC1)C2O,45.5813055,1,1.61
CC12NC1C1(CC1)C2=O,CC12NC1C1(CC1)C2O,66.4592815,1,1.61
CC12NC1C1(CN1)C2=O,CC12NC1C1(CN1)C2O,75.745675,1,1.6
CC12NC1C1(CO1)C2=O,CC12NC1C1(CO1)C2O,78.0587405,1,1.59
CC12OC1C1(CC1)C2=O,CC12OC1C1(CC1)C2O,68.042458,1,1.6
CC12OC1C1(CN1)C2=O,CC12OC1C1(CN1)C2O,77.9799755,1,1.59
CC12OC1C1(CO1)C2=O,CC12OC1C1(CO1)C2O,79.647168,1,1.57
CC12CC1C1(CC1)C=C2,CC12CC1C1(CC1)CC2,110.1055935,1,1.65
CC12CC1C1(CO1)C=C2,CC12CC1C1(CO1)CC2,116.120614,1,1.62
OC12CC1C1(CC1)C=C2,OC12CC1C1(CC1)CC2,112.859743,1,1.62
OC12CC1C1(CO1)C=C2,OC12CC1C1(CO1)CC2,121.161574,1,1.6
CC12CC1C1=CCCC21,CC12CC1C1CCCC21,161.3080945,1,1.65
CC12CC1C1=CCOC21,CC12CC1C1CCOC21,176.921943,1,1.62
CC12NC1C1=CCOC21,CC12NC1C1CCOC21,200.0972315,1,1.61
CC12OC1C1=CCCC21,CC12OC1C1CCCC21,179.9386425,1,1.62
CC12OC1C1=CCOC21,CC12OC1C1CCOC21,202.982656,1,1.6
OC12CC1C1=CCCC21,OC12CC1C1CCCC21,161.462999,1,1.62
OC12CC1C1=CCOC21,OC12CC1C1CCOC21,177.6912145,1,1.6
CC12CC1C1C(C=O)C21,CC12CC1C1C(CO)C21,58.144323,1,1.62
CC12CC1C1C(C=O)N21,CC12CC1C1C(CO)N21,66.5958075,1,1.61
CC12CC1N1C(C=O)C21,CC12CC1N1C(CO)C21,67.0683975,1,1.61
CC12CN1C1C(C=O)C21,CC12CN1C1C(CO)C21,62.6102985,1,1.61
CC12NC1C1C(C=O)C21,CC12NC1C1C(CO)C21,48.3748375,1,1.61
CC12OC1C1C(C=O)C21,CC12OC1C1C(CO)C21,52.268454,1,1.6
CC12CC1C1C=CCC21,CC12CC1C1CCCC21,98.4798795,1,1.65
CC12OC1C1C=CCC21,CC12OC1C1CCCC21,106.3826345,1,1.62
OC12CC1C1C=CCC21,OC12CC1C1CCCC21,98.2855925,1,1.62
CC12CC1C1CC(=O)C21,CC12CC1C1CC(O)C21,41.9843705,1,1.62
CC12CC1N1CC(=O)C21,CC12CC1N1CC(O)C21,48.3328295,1,1.61
CC12CN1C1CC(=O)C21,CC12CN1C1CC(O)C21,46.434593,1,1.61
CC12NC1C1CC(=O)C21,CC12NC1C1CC(O)C21,61.757011,1,1.61
CC12OC1C1CC(=O)C21,CC12OC1C1CC(O)C21,60.081942,1,1.6
CC12CC1C1CC1C2=O,CC12CC1C1CC1C2O,45.6285645,1,1.62
CC12CC1C1NC1C2=O,CC12CC1C1NC1C2O,63.216789,1,1.61
CC12CC1C1OC1C2=O,CC12CC1C1OC1C2O,65.8711695,1,1.6
CC12CC1N1CC1C2=O,CC12CC1N1CC1C2O,50.0499065,1,1.61
CC12CN1C1CC1C2=O,CC12CN1C1CC1C2O,51.1946245,1,1.61
CC12NC1C1CC1C2=O,CC12NC1C1CC1C2O,62.8308405,1,1.61
CC12NC1C1NC1C2=O,CC12NC1C1NC1C2O,81.768572,1,1.6
CC12NC1C1OC1C2=O,CC12NC1C1OC1C2O,84.882415,1,1.59
CC12OC1C1CC1C2=O,CC12OC1C1CC1C2O,64.79734,1,1.6
CC12OC1C1NC1C2=O,CC12OC1C1NC1C2O,84.152526,1,1.59
CC12OC1C1OC1C2=O,CC12OC1C1OC1C2O,86.946058,1,1.57
CC12CC1C1CC1C=C2,CC12CC1C1CC1CC2,94.6466495,1,1.65
CC12CC1C1OC1C=C2,CC12CC1C1OC1CC2,97.5241975,1,1.62
CC12CC1N1CC1C=C2,CC12CC1N1CC1CC2,96.429364,1,1.64
OC12CC1C1CC1C=C2,OC12CC1C1CC1CC2,99.6718565,1,1.62
OC12CC1C1OC1C=C2,OC12CC1C1OC1CC2,102.158205,1,1.6
OC12CC1N1CC1C=C2,OC12CC1N1CC1CC2,101.381057,1,1.61
CC12CC1C1CC21C=O,CC12CC1C1CC21CO,45.746712,1,1.62
CC12CC1C1NC21C=O,CC12CC1C1NC21CO,50.430604,1,1.61
CC12CC1C1OC21C=O,CC12CC1C1OC21CO,85.5151605,1,1.6
CC12CC1N1CC21C=O,CC12CC1N1CC21CO,77.625533,1,1.61
CC12CN1C1CC21C=O,CC12CN1C1CC21CO,49.7243445,1,1.61
CC12NC1C1CC21C=O,CC12NC1C1CC21CO,47.3088845,1,1.61
CC12NC1C1NC21C=O,CC12NC1C1NC21CO,51.680342,1,1.6
CC12NC1C1OC21C=O,CC12NC1C1OC21CO,86.195165,1,1.59
CC12OC1C1CC21C=O,CC12OC1C1CC21CO,58.853208,1,1.6
CC12OC1C1NC21C=O,CC12OC1C1NC21CO,53.933021,1,1.59
CC12OC1C1OC21C=O,CC12OC1C1OC21CO,86.7911535,1,1.57
CC12CC1C1CC2C1=O,CC12CC1C1CC2C1O,61.9224175,1,1.62
CC12CC1C1OC2C1=O,CC12CC1C1OC2C1O,70.9541375,1,1.6
CC12CN1C1CC2C1=O,CC12CN1C1CC2C1O,79.678674,1,1.61
CC12NC1C1CC2C1=O,CC12NC1C1CC2C1O,60.8249585,1,1.61
CC12NC1C1NC2C1=O,CC12NC1C1NC2C1O,58.133821,1,1.6
CC12NC1C1OC2C1=O,CC12NC1C1OC2C1O,71.770668,1,1.59
CC12OC1C1CC2C1=O,CC12OC1C1CC2C1O,58.3517375,1,1.6
CC12OC1C1NC2C1=O,CC12OC1C1NC2C1O,57.0127325,1,1.59
CC12OC1C1OC2C1=O,CC12OC1C1OC2C1O,70.494675,1,1.57
CC12CC1C1CC=CC21,CC12CC1C1CCCC21,98.8106925,1,1.65
CC12OC1C1CC=CC21,CC12OC1C1CCCC21,106.5401645,1,1.62
OC12CC1C1CC=CC21,OC12CC1C1CCCC21,98.991852,1,1.62
CC12CC1C1CCC1=C2,CC12CC1C1CCC1C2,148.3276225,1,1.65
CC12CC1C1OCC1=C2,CC12CC1C1OCC1C2,175.866492,1,1.62
OC12CC1C1CCC1=C2,OC12CC1C1CCC1C2,152.0610835,1,1.62
OC12CC1C1OCC1=C2,OC12CC1C1OCC1C2,181.4771855,1,1.6
CC12CC1C1CCC=C21,CC12CC1C1CCCC21,163.1249405,1,1.65
CC12CC1C1OCC=C21,CC12CC1C1OCCC21,178.5418765,1,1.62
CC12NC1C1OCC=C21,CC12NC1C1OCCC21,200.9058855,1,1.61
CC12OC1C1CCC=C21,CC12OC1C1CCCC21,179.946519,1,1.62
CC12OC1C1OCC=C21,CC12OC1C1OCCC21,202.588831,1,1.6
OC12CC1C1CCC=C21,OC12CC1C1CCCC21,169.92236,1,1.62
OC12CC1C1OCC=C21,OC12CC1C1OCCC21,185.439065,1,1.6
CC12CC(C=O)=CC1N2,CC12CC(CO)CC1N2,78.43024875,2,3.17
CC12CC(C=O)=CC1O2,CC12CC(CO)CC1O2,87.73239525,2,3.15
CC12CC1C=C1CCC21,CC12CC1CC1CCC21,147.5872315,1,1.65
CC12CC1C=C1COC21,CC12CC1CC1COC21,175.005328,1,1.62
CC12NC1C=C1COC21,CC12NC1CC1COC21,192.039572,1,1.61
CC12OC1C=C1CCC21,CC12OC1CC1CCC21,164.634603,1,1.62
CC12OC1C=C1COC21,CC12OC1CC1COC21,196.0959695,1,1.6
