,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
11503,CC1=CC=CCCC=C1,CC1CCCCCCC1,-349.517379,-353.130495,3,4.79,97.8497595
11504,CC1=CC=CCCCC1,CC1CCCCCCC1,-350.724575,-353.130495,2,3.2,94.1425535
11505,CC1=CC=CCCOC1,CC1CCCCCOC1,-386.626122,-389.030959,2,3.15,92.72084525
11506,CC1=CC=CCOCC1,CC1CCCCOCC1,-386.624501,-389.035875,2,3.15,101.302292
11507,CC1=CCC(=O)C(=O)C1,CC1CCC(O)C(O)C1,-421.385787,-424.987702,3,4.65,88.04701767
11508,CC1=CCC(=O)C1(C)C,CC1CCC(O)C1(C)C,-386.675256,-389.063711,2,3.15,71.21537475
11509,CC1=CCC(=O)C1(C)O,CC1CCC(O)C1(C)O,-422.591209,-424.982976,2,3.1,75.56320275
11510,CC1=CCC(=O)C11CC1,CC1CCC(O)C11CC1,-385.454689,-387.836781,2,3.2,62.8623465
11511,CC1=CCC(=O)C11CN1,CC1CCC(O)C11CN1,-401.485823,-403.875977,2,3.17,73.445737
11512,CC1=CCC(=O)C11CO1,CC1CCC(O)C11CO1,-421.356187,-423.747125,2,3.15,74.474933
11513,CC1=CCC(=O)C1C=O,CC1CCC(O)C1CO,-421.388843,-424.970373,3,4.65,70.20674517
11514,CC1=CCC(=O)C2CC12,CC1CCC(O)C2CC12,-385.45417,-387.841946,2,3.2,70.3240175
11515,CC1=CCC(=O)C2NC12,CC1CCC(O)C2NC12,-401.489379,-403.888085,2,3.17,84.672375
11516,CC1=CCC(=O)C2OC12,CC1CCC(O)C2OC12,-421.358846,-423.758307,2,3.15,85.66350125
11517,CC1=CCC(=O)CC1=O,CC1CCC(O)CC1O,-421.404645,-424.988561,3,4.65,72.29489283
11518,CC1=CCC(=O)COC1,CC1CCC(O)COC1,-422.558009,-424.957691,2,3.1,85.953619
11519,CC1=CCC(C)(C)C1=O,CC1CCC(C)(C)C1O,-386.68199,-389.062983,2,3.15,61.41963425
11520,CC1=CCC(C)(O)C1=O,CC1CCC(C)(O)C1O,-422.598284,-424.977284,2,3.1,58.8033235
11521,CC1=CCC(C)(C)CC1,CC1CCC(C)(C)CC1,-351.948311,-353.154715,1,1.6,103.1847755
11522,CC1=CCC(C)(C)OC1,CC1CCC(C)(C)OC1,-387.853507,-389.060888,1,1.57,105.749889
11523,CC1=CCC(C)(O)CC1,CC1CCC(C)(O)CC1,-387.868647,-389.075495,1,1.57,104.3504975
11524,CC1=CCC(C1)C1CC1,CC1CCC(C1)C1CC1,-350.714124,-351.917573,1,1.62,95.426423
11525,CC1=CCC(C1)C1CO1,CC1CCC(C1)C1CO1,-386.623423,-387.82705,1,1.6,95.893762
11526,CC1=CCC(C=O)C1=O,CC1CCC(CO)C1O,-421.397306,-424.9729,3,4.65,65.01175583
11527,CC1=CCC(CC=O)C1,CC1CCC(CCO)C1,-386.657194,-389.053113,2,3.15,81.01374075
11528,CC1=CCC2(C)CC12C,CC1CCC2(C)CC12C,-350.72496,-351.932863,1,1.62,107.1204
11529,CC1=CCC2(C)CC12O,CC1CCC2(C)CC12O,-386.638309,-387.847007,1,1.6,109.2076725
11530,CC1=CCC2(C)OC12C,CC1CCC2(C)OC12C,-386.640345,-387.852563,1,1.6,118.4494325
11531,CC1=CCC2(O)CC12C,CC1CCC2(O)CC12C,-386.638577,-387.84713,1,1.6,108.826975
11532,CC1=CCC2(O)CC12O,CC1CCC2(O)CC12O,-422.550537,-423.760066,1,1.57,111.389463
11533,CC1=CCC2(C)CC1C2,CC1CCC2(C)CC1C2,-350.725368,-351.929556,1,1.62,97.3666675
11534,CC1=CCC2(C)CC1O2,CC1CCC2(C)CC1O2,-386.634498,-387.843639,1,1.6,110.370769
11535,CC1=CCC2(O)CC1C2,CC1CCC2(O)CC1C2,-386.644092,-387.84848,1,1.6,97.8917675
11536,CC1=CCC2(C)CC2C1,CC1CCC2(C)CC2C1,-350.72538,-351.928378,1,1.62,94.2423225
11537,CC1=CCC2(C)OC2C1,CC1CCC2(C)OC2C1,-386.642183,-387.847737,1,1.6,100.9531005
11538,CC1=CCC2(O)CC2C1,CC1CCC2(O)CC2C1,-386.639895,-387.84322,1,1.6,95.100861
11539,CC1=CCC2(C)CCC12,CC1CCC2(C)CCC12,-350.726136,-351.930343,1,1.62,97.416552
11540,CC1=CCC2(C)COC12,CC1CCC2(C)COC12,-386.633562,-387.842251,1,1.6,109.184043
11541,CC1=CCC2(C)OCC12,CC1CCC2(C)OCC12,-386.638105,-387.845109,1,1.6,104.7600755
11542,CC1=CCC2(O)CCC12,CC1CCC2(O)CCC12,-386.641407,-387.84743,1,1.6,102.18446
11543,CC1=CCC2(O)COC12,CC1CCC2(O)COC12,-422.547896,-423.757295,1,1.57,111.048148
11544,CC1=CCC2(CC2)C1=O,CC1CCC2(CC2)C1O,-385.459449,-387.83799,2,3.2,58.20077125
11545,CC1=CCC2(CN2)C1=O,CC1CCC2(CN2)C1O,-401.489971,-403.881006,2,3.17,74.60226975
11546,CC1=CCC2(CO2)C1=O,CC1CCC2(CO2)C1O,-421.360785,-423.746131,2,3.15,67.134035
11547,CC1=CCC2(CC2)CC1,CC1CCC2(CC2)CC1,-350.722647,-351.931106,1,1.62,108.580178
11548,CC1=CCC2(CC2)OC1,CC1CCC2(CC2)OC1,-386.624206,-387.833617,1,1.6,111.079654
11549,CC1=CCC2(CO2)CC1,CC1CCC2(CO2)CC1,-386.63419,-387.842902,1,1.6,109.2444295
11550,CC1=CCC2(CCC2)C1,CC1CCC2(CCC2)C1,-350.718906,-351.923084,1,1.62,97.3404125
11551,CC1=CCC2(CCO2)C1,CC1CCC2(CCO2)C1,-386.630324,-387.835927,1,1.6,101.08175
11552,CC1=CCC2(COC2)C1,CC1CCC2(COC2)C1,-386.623154,-387.828033,1,1.6,99.180888
11553,CC1=CCC23CC(C2)C13,CC1CCC23CC(C2)C13,-349.455706,-350.658787,1,1.65,94.460239
11554,CC1=CCC23CC(O2)C13,CC1CCC23CC(O2)C13,-385.358247,-386.566528,1,1.62,108.112839
11555,CC1=CCC23CC12CC3,CC1CCC23CC12CC3,-349.485576,-350.693189,1,1.65,106.359005
11556,CC1=CCC23CC12CO3,CC1CCC23CC12CO3,-385.38277,-386.591514,1,1.62,109.3284455
11557,CC1=CCC23CC12OC3,CC1CCC23CC12OC3,-385.382735,-386.591483,1,1.62,109.3389475
11558,CC1=CCC23CCC12N3,CC1CCC23CCC12N3,-365.520697,-366.729888,1,1.64,110.502044
11559,CC1=CCC23CCC12O3,CC1CCC23CCC12O3,-385.390565,-386.604165,1,1.62,122.0778735
11560,CC1=CCC2=CCCC12,CC1CCC2CCCC12,-349.535355,-351.953946,2,3.25,110.7764087
11561,CC1=CCC2=CCOC12,CC1CCC2CCOC12,-385.435989,-387.85919,2,3.2,116.8281863
11562,CC1=CCC2C(C=O)C12,CC1CCC2C(CO)C12,-385.43898,-387.829852,2,3.2,74.3882915
11563,CC1=CCN2C(C=O)C12,CC1CCN2C(CO)C12,-401.466014,-403.861312,2,3.17,80.198523
11564,CC1=CCC2C1C2(C)C,CC1CCC2C1C2(C)C,-350.721947,-351.922962,1,1.62,89.035956
11565,CC1=CCC2C1C2(C)O,CC1CCC2C1C2(C)O,-386.636813,-387.838082,1,1.6,89.702833
11566,CC1=CCC2C3CC12C3,CC1CCC2C3CC12C3,-349.452398,-350.663819,1,1.65,116.356909
11567,CC1=CCC2C3CC12O3,CC1CCC2C3CC12O3,-385.342476,-386.555408,1,1.62,120.3240395
11568,CC1=CCC2C3CC1C23,CC1CCC2C3CC1C23,-349.497026,-350.702146,1,1.65,99.8136335
11569,CC1=CCC2C3OC1C23,CC1CCC2C3OC1C23,-385.398565,-386.606957,1,1.62,108.4042695
11570,CC1=CCC2C3CC2C13,CC1CCC2C3CC2C13,-349.485126,-350.688187,1,1.65,94.407729
11571,CC1=CCC2C3OC2C13,CC1CCC2C3OC2C13,-385.381347,-386.584611,1,1.62,94.9407055
11572,CC1=CCC2C3CC3C12,CC1CCC2C3CC3C12,-349.494982,-350.694477,1,1.65,85.045196
11573,CC1=CCC2C3OC3C12,CC1CCC2C3OC3C12,-385.401658,-386.60618,1,1.62,98.2435845
11574,CC1=CCC2C=CCC12,CC1CCC2CCCC12,-349.542882,-351.953946,2,3.25,100.8953395
11575,CC1=CCC2CC(=O)C12,CC1CCC2CC(O)C12,-385.455326,-387.839188,2,3.2,65.185914
11576,CC1=CCC2CC(C1)O2,CC1CCC2CC(C1)O2,-386.633205,-387.838531,1,1.6,100.3544865
11577,CC1=CCC2CC(C2)C1,CC1CCC2CC(C2)C1,-350.719648,-351.923879,1,1.62,97.479564
11578,CC1=CCC2CC1(C)C2,CC1CCC2CC1(C)C2,-350.72262,-351.927889,1,1.62,100.204833
11579,CC1=CCC2CC1(C)O2,CC1CCC2CC1(C)O2,-386.632969,-387.843998,1,1.6,115.327713
11580,CC1=CCC2CC1(O)C2,CC1CCC2CC1(O)C2,-386.641095,-387.848476,1,1.6,105.749889
11581,CC1=CCN2CC1(O)C2,CC1CCN2CC1(O)C2,-402.661694,-403.870144,1,1.59,108.5565485
11582,CC1=CCC2CC12C=O,CC1CCC2CC12CO,-385.443961,-387.839895,2,3.2,81.033432
11583,CC1=CCC2NC12C=O,CC1CCC2NC12CO,-401.480697,-403.882616,2,3.17,88.89024075
11584,CC1=CCC2OC12C=O,CC1CCC2OC12CO,-421.349721,-423.756004,2,3.15,94.61908175
11585,CC1=CCN2CC12C=O,CC1CCN2CC12CO,-401.47309,-403.876464,2,3.17,90.800292
11586,CC1=CCC2CC1C2=O,CC1CCC2CC1C2O,-385.448557,-387.83818,2,3.2,72.74866675
11587,CC1=CCC2OC1C2=O,CC1CCC2OC1C2O,-421.349402,-423.752019,2,3.15,89.80654025
11588,CC1=CCC2CC2(C)C1,CC1CCC2CC2(C)C1,-350.725409,-351.927776,1,1.62,92.585632
11589,CC1=CCC2CC2(O)C1,CC1CCC2CC2(O)C1,-386.639725,-387.842073,1,1.6,92.5357475
11590,CC1=CCC2OC2(C)C1,CC1CCC2OC2(C)C1,-386.642243,-387.847542,1,1.6,100.283598
11591,CC1=CCC2CC2C1=O,CC1CCC2CC2C1O,-385.457739,-387.840699,2,3.2,64.0018135
11592,CC1=CCC2NC2C1=O,CC1CCC2NC2C1O,-401.494131,-403.887241,2,3.17,77.326226
11593,CC1=CCC2OC2C1=O,CC1CCC2OC2C1O,-421.364379,-423.757812,2,3.15,77.75024425
11594,CC1=CCN2CC2C1=O,CC1CCN2CC2C1O,-401.483087,-403.867307,2,3.17,65.6558785
11595,CC1=CCC2CC2C=C1,CC1CCC2CC2CC1,-349.508783,-351.918739,2,3.25,99.4408125
11596,CC1=CCC2OC2C=C1,CC1CCC2OC2CC1,-385.419161,-387.834011,2,3.2,105.865411
11597,CC1=CCC2CC2CC1,CC1CCC2CC2CC1,-350.712907,-351.918739,1,1.62,101.6829895
11598,CC1=CCC2CC2OC1,CC1CCC2CC2OC1,-386.614336,-387.823461,1,1.6,110.328761
11599,CC1=CCC2OC2CC1,CC1CCC2OC2CC1,-386.62442,-387.834011,1,1.6,111.552244
11600,CC1=CCC2CC3C2C13,CC1CCC2CC3C2C13,-349.501575,-350.701838,1,1.65,87.06158
11601,CC1=CCC2OC3C2C13,CC1CCC2OC3C2C13,-385.40405,-386.606915,1,1.62,93.893131
11602,CC1=CCC2CC=CC12,CC1CCC2CCCC12,-349.541157,-351.953946,2,3.25,103.1598332
11603,CC1=CCC2CCC12C,CC1CCC2CCC12C,-350.726191,-351.930656,1,1.62,98.093931
11604,CC1=CCC2CCC12O,CC1CCC2CCC12O,-386.642875,-387.847419,1,1.6,98.3013455
11605,CC1=CCC2COC12C,CC1CCC2COC12C,-386.637733,-387.846103,1,1.6,108.3465085
11606,CC1=CCC2OCC12C,CC1CCC2OCC12C,-386.634676,-387.841849,1,1.6,105.203785
11607,CC1=CCC2OCC12O,CC1CCC2OCC12O,-422.550918,-423.758632,1,1.57,106.6241805
11608,CC1=CCC2CC1CO2,CC1CCC2CC1CO2,-386.65884,-387.865328,1,1.6,103.4053175
11609,CC1=CCC2CCC1C2,CC1CCC2CCC1C2,-350.751674,-351.955841,1,1.62,97.311532
11610,CC1=CCC2CCC1O2,CC1CCC2CCC1O2,-386.659939,-387.867633,1,1.6,106.5716705
11611,CC1=CCC2COC1C2,CC1CCC2COC1C2,-386.656098,-387.863215,1,1.6,105.056757
11612,CC1=CCC2COC1O2,CC1CCC2COC1O2,-422.568223,-423.778574,1,1.57,113.547624
11613,CC1=CCC2OCC1O2,CC1CCC2OCC1O2,-422.570138,-423.778711,1,1.57,108.879485
11614,CC1=CCC2CCC2C1,CC1CCC2CCC2C1,-350.720401,-351.92837,1,1.62,107.293683
11615,CC1=CCC2COC2C1,CC1CCC2COC2C1,-386.627949,-387.834152,1,1.6,102.65705
11616,CC1=CCC2OCC2C1,CC1CCC2OCC2C1,-386.62802,-387.836652,1,1.6,109.0343895
11617,CC1=CCC2CCC=C12,CC1CCC2CCCC12,-349.539812,-351.953946,2,3.25,104.925482
11618,CC1=CCC2OCC=C12,CC1CCC2OCCC12,-385.440042,-387.860462,2,3.2,113.1774285
11619,CC1=CCC2CCCC12,CC1CCC2CCCC12,-350.750478,-351.953946,1,1.62,95.4763075
11620,CC1=CCC2CCOC12,CC1CCC2CCOC12,-386.657903,-387.85919,1,1.6,89.750092
11621,CC1=CCC2COCC12,CC1CCC2COCC12,-386.654108,-387.857878,1,1.6,96.2692085
11622,CC1=CCC2OCCC12,CC1CCC2OCCC12,-386.658123,-387.860462,1,1.6,92.512118
11623,CC1=CCC2OCOC12,CC1CCC2OCOC12,-422.569381,-423.773267,1,1.57,96.5737665
11624,CC1=CCC=C(C)C=C1,CC1CCCC(C)CC1,-349.53247,-353.139211,3,4.79,92.270572
11625,CC1=CCC=C(C)CC1,CC1CCCC(C)CC1,-350.726862,-353.139211,2,3.2,102.5822233
11626,CC1=CCC=CC(=O)C1,CC1CCCCC(O)C1,-385.457671,-389.056224,3,4.72,85.10470733
11627,CC1=CCC=CC(C)=C1,CC1CCCCC(C)C1,-349.532745,-353.139363,3,4.79,92.1629265
11628,CC1=CCC=CC2CC12,CC1CCCCC2CC12,-349.500352,-351.916911,2,3.25,108.1089008
11629,CC1=CCC=CC2OC12,CC1CCCCC2OC12,-385.414207,-387.833333,2,3.2,111.47873
11630,CC1=CCC=CC=C1C,CC1CCCCCC1C,-349.531557,-353.137256,3,4.79,91.35864833
11631,CC1=CCC=CC=CC1,CC1CCCCCCC1,-349.509559,-353.130495,3,4.79,104.6935628
11632,CC1=CCC=CCC1=O,CC1CCCCCC1O,-385.45652,-389.055278,3,4.72,85.2841165
11633,CC1=CCC=CCC=C1,CC1CCCCCCC1,-349.507161,-353.130495,3,4.79,106.7922125
11634,CC1=CCC=CCCC1,CC1CCCCCCC1,-350.719565,-353.130495,2,3.2,100.719431
11635,CC1=CCC=CCOC1,CC1CCCCCOC1,-386.617467,-389.030959,2,3.15,104.0826965
11636,CC1=CCCC(=O)C1=O,CC1CCCC(O)C1O,-421.392282,-424.989166,3,4.65,83.64405417
11637,CC1=CCCC(=O)C=C1,CC1CCCC(O)CC1,-385.461382,-389.056112,3,4.72,81.75894517
11638,CC1=CCCC(=O)CC1,CC1CCCC(O)CC1,-386.664622,-389.056112,2,3.15,75.199571
11639,CC1=CCCC(C)(C)C1,CC1CCCC(C)(C)C1,-351.948432,-353.15477,1,1.6,103.0114925
11640,CC1=CCCC(C)(O)C1,CC1CCCC(C)(O)C1,-387.867161,-389.073925,1,1.57,104.1299555
11641,CC1=CCOC(C)(C)C1,CC1CCOC(C)(C)C1,-387.853755,-389.061224,1,1.57,105.980933
11642,CC1=CCCC1(C)C=O,CC1CCCC1(C)CO,-386.663486,-389.05707,2,3.15,77.9484695
11643,CC1=CCCC1(O)C=O,CC1CCCC1(O)CO,-422.583244,-424.977104,2,3.1,78.3107885
11644,CC1=CCOC1(C)C=O,CC1CCOC1(C)CO,-422.569538,-424.970315,2,3.1,87.39108025
11645,CC1=CCCC11CCC1,CC1CCCC11CCC1,-350.718742,-351.92293,1,1.62,97.3666675
11646,CC1=CCCC11CCO1,CC1CCCC11CCO1,-386.631848,-387.834506,1,1.6,93.3496525
11647,CC1=CCCC11COC1,CC1CCCC11COC1,-386.624027,-387.827164,1,1.6,94.607267
11648,CC1=CCOC11CCC1,CC1CCOC11CCC1,-386.629049,-387.834721,1,1.6,101.2629095
11649,CC1=CCOC11COC1,CC1CCOC11COC1,-422.532319,-423.737567,1,1.57,100.1496975
11650,CC1=CCCC1C1CC1,CC1CCCC1C1CC1,-350.714248,-351.916875,1,1.62,93.268262
11651,CC1=CCCC1C1CO1,CC1CCCC1C1CO1,-386.623005,-387.825301,1,1.6,92.3992215
11652,CC1=CCOC1C1CC1,CC1CCOC1C1CC1,-386.619656,-387.824653,1,1.6,99.490697
11653,CC1=CCOC1C1CN1,CC1CCOC1C1CN1,-402.657521,-403.862936,1,1.59,100.588156
11654,CC1=CCOC1C1CO1,CC1CCOC1C1CO1,-422.527054,-423.734154,1,1.57,105.0121235
11655,CC1=CCCC1CC=O,CC1CCCC1CCO,-386.657276,-389.051474,2,3.15,78.754498
11656,CC1=CCOC1CC=O,CC1CCOC1CCO,-422.562112,-424.959679,2,3.1,83.17715275
11657,CC1=CCCC2(C)CC12,CC1CCCC2(C)CC12,-350.725909,-351.927889,1,1.62,91.5695635
11658,CC1=CCCC2(C)OC12,CC1CCCC2(C)OC12,-386.640135,-387.847291,1,1.6,105.1591515
11659,CC1=CCCC2(O)CC12,CC1CCCC2(O)CC12,-386.63987,-387.842508,1,1.6,93.2971425
11660,CC1=CCOC2(C)CC12,CC1CCOC2(C)CC12,-386.62445,-387.831856,1,1.6,105.8155265
11661,CC1=CCCC2(CC2)C1,CC1CCCC2(CC2)C1,-350.722727,-351.931208,1,1.62,108.637939
11662,CC1=CCCC2(CO2)C1,CC1CCCC2(CO2)C1,-386.634347,-387.84242,1,1.6,107.566735
11663,CC1=CCOC2(CC2)C1,CC1CCOC2(CC2)C1,-386.624461,-387.834014,1,1.6,111.452475
11664,CC1=CCCC2CC12C,CC1CCCC2CC12C,-350.721627,-351.927862,1,1.62,102.741066
11665,CC1=CCCC2CC12O,CC1CCCC2CC12O,-386.634561,-387.843272,1,1.6,109.241804
11666,CC1=CCCC2OC12C,CC1CCCC2OC12C,-386.634809,-387.84652,1,1.6,117.118304
11667,CC1=CCOC2CC12C,CC1CCOC2CC12C,-386.621363,-387.829201,1,1.6,106.9497425
11668,CC1=CCOC2CC12O,CC1CCOC2CC12O,-422.533334,-423.743592,1,1.57,113.3034525
11669,CC1=CCCC2CC1C2,CC1CCCC2CC1C2,-350.713177,-351.924108,1,1.62,115.070414
11670,CC1=CCCC2CC1O2,CC1CCCC2CC1O2,-386.624693,-387.838684,1,1.6,123.104444
11671,CC1=CCOC2CC1C2,CC1CCOC2CC1C2,-386.614583,-387.826799,1,1.6,118.4441815
11672,CC1=CCCC2CC2C1,CC1CCCC2CC2C1,-350.712478,-351.922037,1,1.62,111.468228
11673,CC1=CCCC2OC2C1,CC1CCCC2OC2C1,-386.623884,-387.833651,1,1.6,112.014332
11674,CC1=CCOC2CC2C1,CC1CCOC2CC2C1,-386.614123,-387.825181,1,1.6,115.4038525
11675,CC1=CCCC2CCC12,CC1CCCC2CCC12,-350.724135,-351.928423,1,1.62,97.6292175
11676,CC1=CCCC2COC12,CC1CCCC2COC12,-386.630468,-387.836278,1,1.6,101.6252285
11677,CC1=CCCC2OCC12,CC1CCCC2OCC12,-386.630728,-387.834118,1,1.6,95.2715185
11678,CC1=CCOC2CCC12,CC1CCOC2CCC12,-386.62715,-387.834513,1,1.6,105.70263
11679,CC1=CCOC2COC12,CC1CCOC2COC12,-422.531147,-423.740039,1,1.57,109.7170195
11680,CC1=CCCC=C(C)C1,CC1CCCCC(C)C1,-350.726687,-353.139363,2,3.2,103.0114925
11681,CC1=CCCC=CC1=O,CC1CCCCCC1O,-385.457001,-389.055278,3,4.72,84.86316133
11682,CC1=CCCC=CC=C1,CC1CCCCCCC1,-349.517713,-353.130495,3,4.79,97.55745383
11683,CC1=CCCC=CCC1,CC1CCCCCCC1,-350.717256,-353.130495,2,3.2,103.7505707
11684,CC1=CCCCC(=O)C1,CC1CCCCC(O)C1,-386.665098,-389.056224,2,3.15,74.72173
11685,CC1=CCOCC(=O)C1,CC1CCOCC(O)C1,-422.558714,-424.960279,2,3.1,88.42552725
11686,CC1=CCCCC1(C)C,CC1CCCCC1(C)C,-351.944723,-353.151836,1,1.6,105.046255
11687,CC1=CCCCC1(C)O,CC1CCCCC1(C)O,-387.863337,-389.072393,1,1.57,110.1476015
11688,CC1=CCCOC1(C)C,CC1CCCOC1(C)C,-387.851338,-389.058867,1,1.57,106.138463
11689,CC1=CCOCC1(C)C,CC1CCOCC1(C)C,-387.847284,-389.055507,1,1.57,107.96056
11690,CC1=CCOCC1(C)O,CC1CCOCC1(C)O,-423.767858,-424.974725,1,1.55,104.400382
11691,CC1=CCCCC11CC1,CC1CCCCC11CC1,-350.722351,-351.928623,1,1.62,102.8382095
11692,CC1=CCCCC11CO1,CC1CCCCC11CO1,-386.633949,-387.840693,1,1.6,104.0774455
11693,CC1=CCCOC11CC1,CC1CCCOC11CC1,-386.624514,-387.832422,1,1.6,107.1335275
11694,CC1=CCOCC11CC1,CC1CCOCC11CC1,-386.622546,-387.830374,1,1.6,106.9234875
11695,CC1=CCOCC11CN1,CC1CCOCC11CN1,-402.66061,-403.868792,1,1.59,107.8529145
11696,CC1=CCOCC11CO1,CC1CCOCC11CO1,-422.532309,-423.740981,1,1.57,109.1394095
11697,CC1=CCCCC1C=O,CC1CCCCC1CO,-386.662604,-389.060116,2,3.15,83.1049515
11698,CC1=CCCOC1C=O,CC1CCCOC1CO,-422.558229,-424.968676,2,3.1,100.0853728
11699,CC1=CCOCC1C=O,CC1CCOCC1CO,-422.56379,-424.961368,2,3.1,83.191593
11700,CC1=CCCCC2CC12,CC1CCCCC2CC12,-350.705264,-351.916911,1,1.62,116.950272
11701,CC1=CCCCC2OC12,CC1CCCCC2OC12,-386.619849,-387.833333,1,1.6,121.7733155
11702,CC1=CCCOC2CC12,CC1CCCOC2CC12,-386.615665,-387.821434,1,1.6,101.517583
11703,CC1=CCOCC2CC12,CC1CCOCC2CC12,-386.614556,-387.819332,1,1.6,98.9104615
11704,CC1=CCOCC2NC12,CC1CCOCC2NC12,-402.649761,-403.861835,1,1.59,118.0713605
11705,CC1=CCOCC2OC12,CC1CCOCC2OC12,-422.521454,-423.733478,1,1.57,117.9400855
11706,CC1=CCCCC=C1C,CC1CCCCCC1C,-350.731279,-353.137256,2,3.2,94.21738025
11707,CC1=CCOCC=C1C,CC1CCOCCC1C,-386.63144,-389.040244,2,3.15,97.9285245
11708,CC1=CCCCC=CC1,CC1CCCCCCC1,-350.718897,-353.130495,2,3.2,101.596348
11709,CC1=CCCCCC1=O,CC1CCCCCC1O,-386.662707,-389.055278,2,3.15,76.61865375
11710,CC1=CCCOCC1=O,CC1CCCOCC1O,-422.565288,-424.959334,2,3.1,78.55496
11711,CC1=CCOCCC1=O,CC1CCOCCC1O,-422.565404,-424.95776,2,3.1,76.3364125
11712,CC1=CCCCCC=C1,CC1CCCCCCC1,-350.725716,-353.130495,2,3.2,92.64470575
11713,CC1=CCCOCC=C1,CC1CCCOCCC1,-386.626764,-389.03787,2,3.15,100.950475
11714,CC1=CCCCCCC1,CC1CCCCCCC1,-351.930444,-353.130495,1,1.6,86.504974
11715,CC1=CCCCCOC1,CC1CCCCCOC1,-387.830532,-389.030959,1,1.57,87.492162
11716,CC1=CCCCOCC1,CC1CCCCOCC1,-387.834,-389.035875,1,1.57,91.293886
11717,CC1=CCCOCCC1,CC1CCCOCCC1,-387.835502,-389.03787,1,1.57,92.5882575
11718,CC1=CCCOCOC1,CC1CCCOCOC1,-423.743505,-424.945803,1,1.55,92.4044725
11719,CC1=CCOCCOC1,CC1CCOCCOC1,-423.729353,-424.9321,1,1.55,93.583322
11720,CC1=CCOCOCC1,CC1CCOCOCC1,-423.741075,-424.951332,1,1.55,113.300827
11721,CC1(C)C(O)C(=O)C1O,CC1(C)C(O)C(O)C1O,-459.681385,-460.872695,1,1.53,63.5554785
11722,CC1(O)C(O)C(=O)C1O,CC1(O)C(O)C(O)C1O,-495.596511,-496.791789,1,1.5,73.9734625
11723,CC1C(=O)C(C)C1(C)C,CC1C(O)C(C)C1(C)C,-387.854313,-389.035367,1,1.57,36.6283505
11724,CC1C(=O)C(C)C1(C)O,CC1C(O)C(C)C1(C)O,-423.77163,-424.957937,1,1.55,50.420102
11725,CC1C(=O)C(O)C1(C)C,CC1C(O)C(O)C1(C)C,-423.76855,-424.956027,1,1.55,53.491937
11726,CC1C(=O)C(O)C1(C)O,CC1C(O)C(O)C1(C)O,-459.685573,-460.875715,1,1.53,60.4888945
11727,CC1C(=O)C(C)C11CC1,CC1C(O)C(C)C11CC1,-386.624789,-387.80972,1,1.6,46.807414
11728,CC1C(=O)C(C)C11CN1,CC1C(O)C(C)C11CN1,-402.662934,-403.849867,1,1.59,52.063665
11729,CC1C(=O)C(C)C11CO1,CC1C(O)C(C)C11CO1,-422.534594,-423.722951,1,1.57,55.802377
11730,CC1C(=O)C(O)C11CC1,CC1C(O)C(O)C11CC1,-422.538012,-423.728688,1,1.57,61.8909115
11731,CC1C(=O)C(O)C11CN1,CC1C(O)C(O)C11CN1,-438.573883,-439.766818,1,1.56,67.821916
11732,CC1C(=O)C(O)C11CO1,CC1C(O)C(O)C11CO1,-458.445179,-459.639412,1,1.55,71.229815
11733,CC12CC1(C)C(=O)C2O,CC12CC1(C)C(O)C2O,-422.547813,-423.733618,1,1.57,49.102101
11734,CC12CC1(O)C(=O)C2O,CC12CC1(O)C(O)C2O,-458.457225,-459.648643,1,1.55,63.8390325
11735,CC12CC1(O)C(O)C2=O,CC12CC1(O)C(O)C2O,-458.460317,-459.648643,1,1.55,55.7209865
11736,CC12NC1(C)C(=O)C2O,CC12NC1(C)C(O)C2O,-438.586578,-439.775196,1,1.56,56.4876325
11737,CC12OC1(C)C(=O)C2O,CC12OC1(C)C(O)C2O,-458.453537,-459.647566,1,1.55,70.694213
11738,CC1C(=O)C2(C)CC12C,CC1C(O)C2(C)CC12C,-386.633632,-387.817144,1,1.6,43.0818295
11739,CC1C(=O)C2(C)CC12O,CC1C(O)C2(C)CC12O,-422.544334,-423.730353,1,1.57,49.663958
11740,CC1C(=O)C2(C)NC12C,CC1C(O)C2(C)NC12C,-402.668412,-403.861343,1,1.59,67.811414
11741,CC1C(=O)C2(C)OC12C,CC1C(O)C2(C)OC12C,-422.541578,-423.735195,1,1.57,69.612507
11742,CC1C(=O)C2(O)CC12C,CC1C(O)C2(O)CC12C,-422.54366,-423.731042,1,1.57,53.2425145
11743,CC1C(=O)C2(O)CC12O,CC1C(O)C2(O)CC12O,-458.452037,-459.640983,1,1.55,57.3487965
11744,OC1C(=O)C2(O)CC12O,OC1C(O)C2(O)CC12O,-494.364887,-495.559218,1,1.53,71.487114
11745,CC1C(=O)C2C3CC12C3,CC1C(O)C2C3CC12C3,-385.336294,-386.516486,1,1.62,34.3651695
11746,CC1C(=O)C2N3CC12C3,CC1C(O)C2N3CC12C3,-401.347699,-402.528745,1,1.61,36.6073465
11747,CC12CC(C1)C(=O)C2O,CC12CC(C1)C(O)C2O,-422.567058,-423.757306,1,1.57,60.7671975
11748,CC12CC(O1)C(=O)C2O,CC12CC(O1)C(O)C2O,-458.467322,-459.666682,1,1.55,84.6907535
